session_id,customer_id,session_date,traffic_source,pages_viewed,session_duration_sec,converted
11130,8180,2023-01-20,Organic,4,237,0
11131,7912,2023-07-06,Paid,4,213,0
11132,8252,2024-02-07,Organic,5,21,1
11133,11631,2023-08-17,Email,8,2,0
11134,11471,2024-09-11,Organic,6,236,0
11135,7218,2024-10-21,Organic,8,61,0
11136,1635,2024-09-27,Organic,9,877,0
11137,6700,2024-04-03,Social,4,372,0
11138,2211,2024-05-15,Paid,5,249,0
11139,1212,2024-05-08,Paid,4,143,0
11140,3475,2023-12-11,Email,9,42,0
11141,9889,2024-09-03,Social,6,735,0
11142,303,2024-06-19,Paid,3,1,0
11143,10124,2024-04-23,Paid,6,389,0
11144,7076,2023-08-18,Paid,5,99,0
11145,4527,2023-01-20,Organic,2,181,0
11146,6126,2024-03-15,Organic,2,108,0
11147,65,2024-09-29,Organic,8,38,0
11148,7577,2023-09-21,Organic,8,2,0
11149,7104,2024-09-25,Paid,4,179,0
11150,8480,2024-03-21,Email,3,127,0
11151,6197,2023-05-16,Social,6,18,0
11152,3425,2024-02-17,Organic,4,132,0
11153,9155,2024-01-21,Paid,1,1,1
11154,9077,2024-04-14,Organic,5,1978,0
11155,10437,2023-11-06,Organic,5,283,0
11156,8309,2023-08-15,Paid,3,76,0
11157,2027,2024-09-14,Email,4,461,0
11158,1246,2024-02-22,Organic,5,183,0
11159,3439,2024-08-21,Social,7,368,0
11160,2316,2024-07-25,Organic,8,312,0
11161,10063,2023-06-22,Social,6,121,1
11162,11429,2024-08-17,Paid,4,325,0
11163,4536,2023-10-20,Paid,9,662,0
11164,10261,2023-03-13,Social,5,75,0
11165,7015,2024-11-05,Paid,4,92,0
11166,6901,2024-01-31,Paid,3,359,0
11167,10109,2024-07-26,Social,8,656,0
11168,4421,2023-06-04,Social,3,593,0
11169,2340,2024-05-23,Paid,7,126,0
11170,8875,2023-12-05,Organic,4,441,0
11171,7142,2023-07-29,Paid,0,102,0
11172,3469,2023-09-08,Social,6,54,0
11173,4658,2023-04-11,Paid,11,27,0
11174,8722,2024-03-31,Email,10,172,0
11175,11854,2024-05-14,Paid,5,93,0
11176,4777,2024-04-20,Email,2,156,0
11177,9303,2024-10-09,Organic,6,99,0
11178,6517,2024-06-09,Email,8,494,0
11179,10173,2024-04-11,Paid,5,235,0
11180,2888,2023-05-23,Social,10,54,0
11181,7645,2024-01-05,Social,6,34,0
11182,1713,2023-06-17,Social,4,172,0
11183,10920,2023-02-24,Organic,3,1,0
11184,2540,2023-09-30,Social,5,81,0
11185,3529,2023-09-28,Paid,6,53,0
11186,7037,2023-01-14,Email,10,77,0
11187,7191,2024-05-02,Social,7,72,0
11188,7260,2024-11-18,Social,4,32,0
11189,7533,2024-10-18,Email,6,228,1
11190,307,2024-10-02,Email,7,0,0
11191,165,2023-06-25,Social,7,404,0
11192,8333,2023-08-05,Paid,8,0,0
11193,736,2024-10-02,Email,4,104,0
11194,3036,2023-06-18,Email,9,273,0
11195,5852,2023-05-04,Organic,6,211,0
11196,1859,2024-04-03,Social,2,0,0
11197,10234,2024-07-22,Email,2,66,0
11198,8792,2024-08-05,Paid,6,190,0
11199,11885,2023-06-22,Social,6,581,0
11200,2598,2024-05-14,Social,7,269,0
11201,3643,2024-08-21,Email,2,214,0
11202,7806,2024-07-16,Email,3,43,0
11203,3685,2023-12-18,Paid,7,85,0
11204,6943,2023-04-10,Social,6,287,0
11205,3407,2024-07-15,Paid,5,204,0
11206,3121,2024-09-25,Organic,4,525,0
11207,10740,2023-01-21,Email,4,53,1
11208,1742,2023-12-30,Organic,8,121,0
11209,2970,2023-03-19,Social,4,333,0
11210,10666,2024-10-12,Social,3,118,0
11211,5627,2023-05-25,Organic,6,32,1
11212,2871,2023-10-03,Paid,4,81,0
11213,5751,2024-08-16,Social,5,390,0
11214,29,2024-07-30,Email,8,662,0
11215,7957,2023-07-16,Social,7,27,0
11216,10835,2023-04-10,Paid,6,262,0
11217,8092,2023-08-14,Organic,4,61,0
11218,5574,2024-09-25,Social,1,44,0
11219,3671,2024-01-24,Social,3,502,1
11220,10151,2023-05-05,Paid,5,168,0
11221,4830,2024-07-18,Email,4,29,0
11222,8559,2024-03-20,Paid,4,799,0
11223,11225,2023-01-24,Social,5,107,0
11224,2102,2023-10-04,Organic,7,15,0
11225,9565,2024-11-14,Organic,9,150,0
11226,2063,2023-12-09,Organic,4,356,0
11227,11316,2024-04-08,Email,3,665,0
11228,11519,2024-01-31,Social,6,219,0
11229,423,2024-06-03,Social,4,29,0
11230,2077,2024-04-04,Social,4,312,0
11231,3689,2023-12-20,Social,7,349,0
11232,7159,2023-12-20,Organic,2,242,0
11233,9223,2024-10-09,Social,6,37,0
11234,626,2023-05-02,Email,4,270,0
11235,913,2024-10-11,Organic,13,204,0
11236,9253,2024-08-12,Email,5,447,0
11237,3283,2023-02-10,Social,8,33,0
11238,7398,2023-06-20,Paid,5,1601,0
11239,3941,2024-10-19,Organic,6,503,0
11240,4515,2023-12-14,Social,4,421,0
11241,3055,2023-10-10,Email,2,78,0
11242,6592,2023-08-17,Organic,5,478,1
11243,6517,2023-11-08,Organic,8,52,0
11244,7010,2023-09-13,Organic,5,109,0
11245,5163,2024-05-14,Social,5,329,0
11246,7951,2023-03-17,Organic,4,323,0
11247,2284,2024-02-13,Paid,6,145,0
11248,8826,2023-08-06,Organic,4,81,0
11249,3057,2023-11-20,Organic,3,133,0
11250,7712,2023-06-22,Paid,4,208,1
11251,3594,2024-11-28,Email,2,840,0
11252,5900,2023-09-18,Organic,7,474,0
11253,5908,2023-06-14,Social,6,945,0
11254,6547,2023-09-17,Email,6,93,0
11255,10183,2023-02-13,Social,5,962,0
11256,836,2023-09-22,Paid,3,42,0
11257,4698,2024-07-08,Social,4,8,0
11258,3114,2024-05-28,Social,0,466,0
11259,1709,2023-06-18,Social,4,91,0
11260,7929,2023-02-15,Social,4,210,0
11261,9385,2023-05-26,Email,5,34,0
11262,3014,2023-11-30,Social,3,617,0
11263,5908,2024-04-15,Social,6,354,1
11264,9829,2024-08-06,Email,7,611,0
11265,1239,2024-09-04,Social,5,160,1
11266,8759,2023-08-13,Organic,6,28,0
11267,4488,2023-07-01,Email,7,431,0
11268,10227,2023-12-23,Email,1,60,0
11269,293,2024-09-14,Organic,6,409,0
11270,471,2024-11-17,Social,4,120,0
11271,1533,2024-06-19,Paid,5,202,0
11272,10477,2023-10-21,Social,7,32,0
11273,10508,2023-06-24,Organic,5,494,0
11274,10462,2024-11-10,Organic,3,763,0
11275,1390,2023-05-26,Organic,4,583,0
11276,10675,2024-08-21,Social,7,19,0
11277,5108,2024-07-26,Social,3,39,0
11278,732,2024-10-05,Organic,6,17,0
11279,3988,2024-03-31,Email,5,172,0
11280,7996,2023-07-02,Social,8,73,0
11281,3104,2024-07-08,Organic,6,23,0
11282,1348,2023-01-07,Email,1,53,0
11283,11405,2023-05-19,Organic,2,277,0
11284,5152,2023-10-18,Organic,6,410,0
11285,7605,2024-04-08,Email,2,295,0
11286,10119,2023-07-28,Email,3,18,1
11287,11485,2024-06-09,Paid,4,11,0
11288,5267,2023-03-15,Email,5,384,0
11289,10886,2024-05-10,Paid,7,177,0
11290,7888,2024-07-30,Organic,4,120,0
11291,250,2023-08-05,Paid,5,277,1
11292,11904,2023-01-19,Email,2,380,1
11293,4992,2023-08-11,Email,6,555,0
11294,8292,2024-03-25,Email,7,125,0
11295,8548,2024-11-12,Email,4,489,0
11296,142,2024-01-05,Social,3,3187,0
11297,11425,2024-07-21,Organic,10,172,0
11298,3787,2023-11-03,Paid,10,31,1
11299,11172,2024-02-15,Social,4,42,0
11300,126,2024-10-08,Paid,6,124,0
11301,4024,2023-03-16,Email,2,110,0
11302,5610,2024-01-09,Organic,5,187,0
11303,7108,2024-08-04,Organic,7,121,1
11304,8401,2023-07-13,Paid,8,204,0
11305,3007,2023-03-19,Organic,4,190,0
11306,10757,2023-03-16,Email,10,360,0
11307,8595,2024-11-12,Social,3,129,0
11308,8646,2024-02-24,Paid,3,151,0
11309,5684,2024-04-03,Organic,3,89,0
11310,8043,2023-11-05,Social,8,197,1
11311,9054,2023-12-06,Email,3,167,1
11312,5187,2024-03-19,Social,3,284,0
11313,7420,2023-02-21,Social,5,11,0
11314,3107,2024-05-26,Social,1,504,0
11315,6894,2024-11-28,Email,4,2,0
11316,3429,2023-12-25,Paid,8,128,1
11317,2659,2024-05-29,Social,7,381,0
11318,3982,2023-06-17,Email,4,235,0
11319,6281,2024-02-14,Social,6,1,0
11320,10426,2024-10-25,Social,2,81,0
11321,6564,2024-10-16,Social,4,613,0
11322,11342,2023-10-30,Email,7,45,0
11323,9387,2024-08-31,Social,4,320,0
11324,10395,2023-05-23,Social,8,33,0
11325,6155,2024-07-25,Social,6,464,0
11326,3009,2024-08-25,Email,4,538,1
11327,3452,2024-03-17,Organic,5,156,0
11328,8719,2024-07-06,Email,8,144,0
11329,698,2023-02-02,Email,4,620,0
11330,5869,2024-04-18,Paid,8,104,0
11331,1961,2024-08-03,Organic,6,5,0
11332,10538,2024-08-28,Social,4,5,0
11333,11278,2024-02-28,Organic,3,199,0
11334,9456,2023-10-15,Paid,5,412,0
11335,3378,2023-06-17,Paid,2,641,0
11336,11763,2024-05-27,Social,10,983,0
11337,6726,2024-09-13,Paid,1,896,0
11338,4244,2024-05-27,Organic,7,302,0
11339,8962,2024-02-21,Social,8,204,0
11340,2860,2024-06-12,Paid,3,369,0
11341,10460,2024-04-06,Social,5,52,0
11342,8322,2024-01-13,Social,2,317,0
11343,6196,2023-12-29,Social,9,189,0
11344,11316,2024-01-24,Social,2,16,0
11345,4950,2023-07-14,Social,7,70,0
11346,9241,2023-06-17,Organic,6,313,0
11347,11173,2024-07-31,Email,3,379,0
11348,10103,2024-10-17,Social,8,481,0
11349,2662,2023-04-04,Email,5,1,0
11350,1288,2024-05-22,Email,5,814,1
11351,11332,2023-06-25,Paid,6,461,1
11352,10698,2023-11-30,Paid,4,229,0
11353,7001,2024-02-03,Organic,8,62,0
11354,3383,2023-04-17,Social,7,173,0
11355,10891,2023-02-04,Social,10,202,0
11356,8227,2023-02-25,Social,8,192,0
11357,9778,2023-11-27,Email,4,789,0
11358,8538,2024-05-17,Organic,9,452,0
11359,373,2024-01-02,Paid,2,54,0
11360,9827,2023-03-12,Organic,6,114,0
11361,4962,2023-03-28,Paid,5,1370,0
11362,10712,2023-01-03,Paid,5,261,0
11363,1541,2023-01-03,Paid,3,397,0
11364,3921,2023-01-30,Social,5,127,0
11365,9308,2024-08-06,Paid,4,425,0
11366,10624,2024-03-01,Email,10,865,0
11367,7930,2024-11-29,Social,9,3,0
11368,10416,2023-01-24,Social,4,5,0
11369,2118,2023-01-05,Paid,6,103,0
11370,8851,2023-06-01,Social,6,532,0
11371,5028,2024-11-08,Paid,3,69,0
11372,11374,2023-04-21,Email,6,680,0
11373,586,2024-03-01,Organic,6,456,1
11374,2057,2023-07-08,Social,5,213,0
11375,1105,2023-07-06,Paid,3,370,0
11376,399,2024-06-07,Social,4,764,0
11377,2288,2023-02-18,Social,4,723,0
11378,531,2024-07-09,Paid,7,334,0
11379,3336,2023-07-12,Organic,2,191,0
11380,6047,2023-03-25,Organic,5,289,0
11381,9501,2024-03-01,Social,6,25,0
11382,8884,2023-11-01,Email,9,17,0
11383,5851,2024-08-21,Organic,2,565,1
11384,8707,2023-06-09,Social,9,166,0
11385,6285,2023-12-02,Email,6,618,0
11386,11057,2024-02-19,Email,3,388,0
11387,8837,2024-06-27,Social,4,70,0
11388,4206,2024-04-02,Organic,3,1376,1
11389,312,2023-06-15,Email,3,264,0
11390,2099,2023-07-31,Social,7,339,0
11391,8890,2024-09-02,Organic,4,1138,0
11392,6347,2023-10-04,Social,8,201,0
11393,7756,2023-01-17,Email,11,168,0
11394,7797,2023-12-06,Organic,7,98,1
11395,3161,2023-03-01,Email,9,64,1
11396,10210,2024-05-16,Organic,8,489,1
11397,598,2023-10-23,Email,5,152,0
11398,9935,2023-04-19,Social,7,129,0
11399,8313,2024-08-30,Email,7,16,1
11400,1936,2024-06-28,Paid,9,322,0
11401,2070,2024-08-28,Paid,4,309,0
11402,2994,2023-06-14,Paid,4,126,0
11403,3302,2024-08-10,Organic,5,7,0
11404,6384,2023-06-08,Organic,3,50,0
11405,5443,2023-07-15,Social,6,195,0
11406,6807,2024-05-03,Paid,7,624,0
11407,4299,2023-03-05,Organic,2,459,0
11408,737,2023-08-12,Paid,10,141,0
11409,7768,2024-03-09,Social,3,190,0
11410,11131,2024-06-25,Paid,3,121,0
11411,681,2023-01-20,Social,6,640,0
11412,9884,2023-01-28,Email,4,451,0
11413,1710,2023-09-27,Paid,7,71,0
11414,3471,2024-10-28,Email,4,234,0
11415,11957,2023-04-15,Paid,3,71,0
11416,7850,2023-12-11,Email,5,60,0
11417,11685,2024-08-12,Paid,3,34,0
11418,3934,2024-09-08,Organic,4,7,0
11419,8824,2023-03-23,Paid,10,19,0
11420,5979,2024-02-21,Organic,3,145,0
11421,5971,2023-07-13,Paid,6,67,0
11422,8358,2024-02-09,Email,8,2,0
11423,4924,2023-01-19,Social,6,300,0
11424,6251,2023-12-29,Paid,7,102,0
11425,1735,2023-10-26,Email,4,960,0
11426,4174,2023-05-03,Social,1,200,0
11427,4583,2024-10-04,Social,3,925,0
11428,5250,2023-06-06,Email,6,197,0
11429,3334,2023-04-07,Email,2,563,0
11430,7051,2023-02-07,Organic,4,168,0
11431,8270,2023-01-20,Social,2,330,0
11432,1134,2024-11-24,Organic,7,50,0
11433,10420,2023-07-31,Email,4,149,0
11434,2473,2024-02-15,Email,6,88,1
11435,3293,2023-02-16,Paid,3,227,0
11436,1921,2023-02-18,Email,9,197,0
11437,7567,2024-07-22,Social,5,282,1
11438,8466,2023-06-12,Social,8,60,0
11439,10664,2024-11-03,Organic,2,1312,0
11440,4208,2024-11-02,Paid,2,59,0
11441,972,2024-10-04,Organic,3,638,0
11442,7717,2023-06-26,Email,5,474,0
11443,11466,2024-10-04,Email,7,71,0
11444,5100,2023-08-06,Email,6,528,0
11445,11795,2024-07-19,Email,5,12,0
11446,6358,2024-11-01,Paid,8,196,0
11447,201,2023-08-22,Paid,8,529,0
11448,1923,2023-05-02,Email,6,3,0
11449,11578,2023-02-05,Social,5,202,0
11450,3561,2023-11-20,Paid,6,13,0
11451,6540,2023-12-20,Email,2,17,0
11452,6828,2024-04-22,Social,8,250,0
11453,8881,2024-06-29,Organic,2,646,0
11454,2676,2023-04-13,Email,5,66,0
11455,7223,2024-10-04,Email,5,742,0
11456,11523,2023-11-23,Social,7,51,1
11457,9449,2023-12-30,Organic,2,35,0
11458,6123,2023-03-29,Organic,2,132,0
11459,971,2023-07-02,Social,7,455,0
11460,1285,2024-10-06,Paid,4,520,1
11461,6931,2024-06-10,Paid,9,333,0
11462,4231,2023-02-20,Email,4,90,0
11463,9867,2024-05-08,Email,5,412,0
11464,954,2023-07-11,Paid,8,421,0
11465,7328,2023-08-12,Email,4,831,0
11466,5215,2024-08-04,Paid,7,186,0
11467,2885,2023-04-23,Email,8,249,0
11468,10636,2024-10-23,Social,4,220,0
11469,887,2023-03-15,Email,7,209,0
11470,1455,2024-09-24,Paid,6,256,0
11471,7346,2024-02-07,Organic,6,114,0
11472,4373,2024-08-14,Organic,7,85,1
11473,4142,2024-04-30,Social,5,311,0
11474,4137,2024-07-30,Paid,3,230,0
11475,3238,2023-02-14,Paid,3,273,0
11476,11861,2023-11-22,Organic,3,263,0
11477,5277,2024-01-18,Organic,3,216,0
11478,1193,2023-02-21,Paid,2,589,0
11479,11493,2023-12-17,Organic,7,213,1
11480,989,2023-10-19,Organic,5,667,0
11481,8225,2024-09-09,Email,6,580,0
11482,6060,2023-02-01,Email,10,162,0
11483,6890,2023-01-06,Paid,5,80,0
11484,11764,2023-11-02,Paid,4,609,0
11485,9543,2024-03-15,Paid,7,18,0
11486,5960,2024-08-17,Social,2,345,1
11487,4593,2023-01-08,Paid,4,217,0
11488,3143,2024-11-02,Organic,9,716,0
11489,1513,2023-11-17,Paid,6,254,1
11490,6632,2024-09-07,Social,7,135,0
11491,8596,2024-06-09,Email,7,123,0
11492,8065,2024-07-25,Organic,5,15,0
11493,7686,2023-03-09,Email,5,177,0
11494,193,2024-05-06,Social,4,50,0
11495,1145,2024-08-12,Paid,6,473,0
11496,263,2023-08-24,Social,4,21,0
11497,9655,2023-07-23,Social,7,136,0
11498,1248,2024-10-07,Paid,4,17,0
11499,8219,2023-01-25,Social,4,34,0
11500,4110,2024-01-15,Organic,5,230,0
11501,11167,2023-02-01,Paid,5,62,0
11502,7239,2024-11-03,Paid,4,141,0
11503,8333,2024-01-22,Paid,6,90,1
11504,1773,2024-02-20,Paid,6,493,0
11505,5127,2024-09-04,Paid,2,172,1
11506,4528,2024-10-19,Social,5,609,0
11507,2820,2023-08-20,Paid,4,174,0
11508,2333,2024-03-20,Social,5,192,0
11509,7737,2024-06-22,Paid,7,216,0
11510,8157,2024-08-12,Email,6,252,0
11511,39,2024-04-29,Paid,10,332,0
11512,5511,2023-01-22,Organic,10,88,0
11513,7196,2023-10-08,Paid,7,995,0
11514,1466,2023-06-16,Social,3,381,0
11515,5856,2023-05-30,Organic,8,307,0
11516,11722,2023-10-31,Paid,3,840,0
11517,4260,2024-02-15,Organic,3,110,0
11518,637,2023-10-02,Organic,0,530,0
11519,1139,2023-12-15,Email,6,342,0
11520,8623,2023-07-21,Email,5,118,0
11521,3889,2024-03-08,Organic,7,166,0
11522,6961,2024-03-23,Organic,3,254,0
11523,5234,2024-11-18,Organic,7,100,0
11524,8595,2024-05-17,Paid,4,305,0
11525,11286,2023-03-27,Social,3,285,0
11526,3448,2024-03-26,Organic,6,33,0
11527,2459,2023-05-06,Organic,5,136,0
11528,2594,2023-12-31,Social,4,39,0
11529,11515,2023-09-11,Paid,5,100,0
11530,7927,2023-08-28,Email,6,315,0
11531,2576,2023-02-11,Social,3,38,0
11532,3521,2024-06-13,Email,4,294,0
11533,5142,2023-11-14,Organic,3,116,0
11534,5033,2024-11-09,Organic,7,103,0
11535,2363,2024-02-27,Paid,4,69,0
11536,9066,2024-02-15,Paid,9,155,0
11537,1310,2023-11-01,Email,8,41,0
11538,1540,2024-07-06,Paid,3,73,0
11539,3031,2023-02-17,Paid,6,165,0
11540,8830,2024-03-23,Social,2,77,0
11541,9516,2023-01-07,Organic,6,342,0
11542,6171,2024-11-28,Paid,4,18,0
11543,5702,2023-12-17,Organic,7,103,0
11544,4641,2023-07-31,Organic,4,578,0
11545,686,2024-09-11,Social,6,762,1
11546,8899,2023-08-07,Paid,3,310,0
11547,697,2024-10-27,Paid,4,67,0
11548,8017,2024-07-14,Paid,5,225,1
11549,6080,2023-11-11,Paid,4,407,1
11550,4366,2023-03-31,Organic,3,100,0
11551,9623,2023-01-16,Organic,7,676,0
11552,1142,2023-06-17,Social,3,59,0
11553,7404,2024-01-02,Organic,5,13,0
11554,2477,2023-01-28,Social,2,19,0
11555,11740,2024-03-29,Email,8,736,0
11556,6237,2023-05-24,Email,7,457,1
11557,10576,2023-12-09,Social,5,31,0
11558,3515,2024-03-14,Email,5,95,0
11559,7965,2023-04-12,Email,6,689,0
11560,5359,2023-09-28,Paid,5,301,0
11561,6325,2023-05-10,Email,4,579,0
11562,10553,2024-02-18,Paid,3,30,0
11563,3701,2024-05-25,Email,5,62,0
11564,7133,2024-11-08,Paid,3,258,0
11565,9756,2023-02-04,Paid,2,25,0
11566,7109,2023-07-06,Organic,6,205,0
11567,2184,2024-10-28,Paid,8,419,0
11568,10601,2023-08-06,Social,6,112,0
11569,4857,2024-03-01,Email,7,40,1
11570,10066,2024-04-13,Paid,1,145,0
11571,2862,2024-08-18,Organic,6,275,0
11572,3587,2024-05-11,Email,1,22,0
11573,825,2023-12-19,Email,4,5,0
11574,9785,2024-03-23,Paid,9,49,0
11575,10378,2024-09-13,Social,5,367,0
11576,8509,2023-10-25,Social,6,185,0
11577,3317,2023-02-11,Paid,1,754,0
11578,422,2023-01-04,Organic,3,447,0
11579,5185,2023-02-21,Paid,6,77,0
11580,1864,2023-02-27,Email,3,84,0
11581,5783,2023-07-09,Social,7,599,0
11582,1070,2024-11-29,Organic,7,2,0
11583,2815,2024-08-18,Social,6,521,1
11584,9467,2023-12-02,Paid,8,210,0
11585,3304,2023-03-30,Social,5,107,0
11586,553,2024-05-20,Email,2,435,0
11587,10941,2024-09-20,Social,6,179,0
11588,1302,2024-08-13,Paid,3,633,1
11589,7186,2024-11-28,Organic,7,485,0
11590,3963,2023-09-14,Paid,6,27,0
11591,8314,2023-07-16,Email,4,71,0
11592,9604,2023-02-17,Email,4,52,0
11593,5174,2023-11-02,Organic,2,86,0
11594,1015,2023-05-15,Social,2,1008,0
11595,6164,2023-05-13,Paid,3,405,0
11596,8261,2023-04-01,Email,5,130,0
11597,5238,2024-02-22,Paid,4,5,0
11598,5096,2023-06-19,Organic,6,618,0
11599,6056,2024-03-20,Paid,5,176,0
11600,452,2023-07-30,Paid,7,191,0
11601,697,2023-05-18,Paid,5,541,0
11602,7792,2023-02-06,Paid,5,528,0
11603,9189,2024-11-25,Organic,5,959,0
11604,8215,2024-07-31,Paid,0,112,0
11605,982,2024-05-08,Paid,3,587,0
11606,6995,2024-11-15,Paid,3,71,0
11607,7978,2024-05-07,Organic,10,769,0
11608,7245,2023-08-09,Paid,3,376,0
11609,3784,2024-07-01,Paid,7,347,0
11610,8078,2024-10-20,Paid,2,347,0
11611,11781,2024-11-23,Email,3,361,0
11612,7307,2024-01-30,Paid,4,427,0
11613,2929,2024-04-07,Organic,9,1270,1
11614,2783,2024-01-08,Social,3,37,0
11615,1452,2024-06-18,Organic,6,279,1
11616,9455,2024-08-12,Social,6,77,0
11617,9694,2023-04-30,Social,5,499,0
11618,6620,2023-08-07,Organic,6,177,0
11619,11910,2024-10-18,Email,5,183,0
11620,5800,2023-09-08,Email,5,17,0
11621,11322,2024-10-31,Email,3,509,0
11622,10481,2023-09-14,Email,3,127,0
11623,7550,2023-11-28,Organic,4,202,0
11624,7590,2023-07-02,Social,4,156,0
11625,6609,2023-07-24,Email,5,460,0
11626,3637,2023-10-29,Social,5,570,0
11627,8905,2023-04-28,Paid,4,18,0
11628,3064,2023-01-26,Paid,4,90,0
11629,10827,2023-03-25,Organic,4,281,0
11630,6553,2024-07-22,Email,9,2,0
11631,9437,2024-07-06,Social,6,73,0
11632,358,2024-10-31,Organic,5,186,0
11633,6185,2023-12-08,Social,6,134,0
11634,9401,2023-05-18,Paid,8,441,0
11635,9166,2024-05-20,Paid,4,401,0
11636,5329,2024-06-24,Social,7,285,0
11637,5243,2023-09-04,Email,4,43,0
11638,7752,2023-09-14,Organic,7,174,1
11639,3351,2023-05-08,Organic,6,331,0
11640,10769,2023-01-21,Email,11,743,0
11641,10648,2024-08-16,Email,6,92,0
11642,9837,2023-02-27,Paid,6,317,0
11643,288,2023-09-04,Organic,3,166,0
11644,4095,2023-07-13,Paid,8,234,0
11645,9418,2023-01-31,Email,5,352,0
11646,2950,2024-01-25,Paid,4,108,0
11647,454,2024-11-28,Social,4,329,0
11648,7789,2024-08-27,Organic,4,296,0
11649,2026,2024-05-18,Paid,6,328,0
11650,631,2023-05-05,Social,5,104,0
11651,1847,2024-03-12,Email,3,601,0
11652,11469,2023-05-24,Social,7,17,0
11653,8942,2024-10-19,Organic,3,308,0
11654,9752,2023-04-20,Email,6,106,1
11655,9088,2023-11-01,Social,6,119,0
11656,6794,2024-06-23,Organic,6,333,1
11657,9099,2024-09-21,Organic,2,40,0
11658,3558,2024-02-06,Email,4,93,0
11659,5957,2023-09-15,Organic,2,128,0
11660,3246,2023-04-24,Paid,1,103,1
11661,8053,2024-08-14,Organic,3,225,0
11662,4187,2023-08-23,Organic,3,485,0
11663,7736,2024-07-21,Paid,5,109,0
11664,8597,2023-11-11,Organic,4,110,1
11665,1052,2024-02-16,Social,7,583,0
11666,9044,2023-05-04,Organic,8,293,0
11667,8490,2024-09-15,Paid,4,172,0
11668,4192,2024-06-01,Paid,5,1579,0
11669,8026,2024-09-23,Social,4,263,0
11670,10344,2024-11-17,Organic,5,85,0
11671,11877,2024-05-08,Social,6,148,1
11672,848,2023-12-14,Organic,7,172,0
11673,6509,2023-05-23,Social,9,20000,0
11674,6041,2023-04-10,Social,5,109,0
11675,10353,2024-08-26,Paid,5,99,0
11676,10466,2023-07-12,Organic,6,524,0
11677,7358,2023-02-23,Social,7,89,0
11678,1621,2023-10-28,Social,3,103,0
11679,4574,2024-01-12,Email,4,349,0
11680,7561,2023-08-28,Organic,2,515,0
11681,6400,2024-07-06,Paid,8,73,0
11682,10509,2023-05-22,Social,8,79,0
11683,6632,2024-01-31,Email,5,671,0
11684,1649,2024-09-04,Paid,5,351,0
11685,4920,2023-07-19,Paid,8,287,0
11686,11796,2024-09-15,Organic,4,208,0
11687,4092,2024-04-01,Paid,9,8,0
11688,108,2024-05-24,Paid,5,275,0
11689,2781,2023-10-04,Email,2,164,0
11690,1911,2023-11-01,Paid,2,550,0
11691,2030,2023-05-21,Social,8,384,1
11692,5638,2024-02-05,Email,2,37,0
11693,11662,2024-04-18,Organic,5,575,0
11694,7874,2024-03-17,Paid,6,5,0
11695,8887,2024-06-28,Organic,7,28,0
11696,6252,2024-11-21,Email,7,74,0
11697,9751,2024-11-26,Social,2,116,0
11698,131,2024-01-06,Paid,6,15,0
11699,1366,2024-09-24,Organic,6,646,0
11700,1366,2024-01-15,Organic,6,101,1
11701,4796,2024-11-11,Email,4,224,0
11702,5697,2023-05-15,Paid,8,111,0
11703,7162,2023-09-01,Social,5,592,0
11704,8996,2024-02-11,Organic,4,49,0
11705,8478,2023-03-21,Email,5,20,0
11706,2714,2024-11-15,Organic,4,38,0
11707,7004,2023-04-06,Email,4,187,0
11708,10610,2023-04-26,Paid,5,34,0
11709,5300,2024-06-18,Email,4,6,0
11710,6689,2023-04-22,Email,7,274,0
11711,6893,2024-09-05,Organic,3,150,0
11712,5268,2024-05-22,Email,8,173,1
11713,7016,2023-04-22,Email,3,311,1
11714,2009,2024-06-15,Email,4,204,0
11715,3696,2023-03-29,Email,3,274,0
11716,4912,2023-07-25,Email,4,500,0
11717,2736,2024-06-21,Organic,6,388,0
11718,6714,2023-04-22,Email,3,96,0
11719,11802,2023-06-07,Organic,4,32,0
11720,5061,2023-01-27,Email,6,303,0
11721,140,2023-11-10,Email,4,372,0
11722,6658,2024-01-03,Email,5,112,0
11723,2013,2023-04-21,Email,4,207,0
11724,4379,2023-04-04,Email,5,71,0
11725,10917,2023-04-16,Email,4,276,0
11726,2130,2023-10-23,Organic,4,201,0
11727,1909,2024-08-18,Organic,2,189,0
11728,2552,2023-10-10,Social,5,5,0
11729,5162,2024-10-27,Email,5,325,0
11730,5034,2023-12-23,Organic,10,119,0
11731,7685,2023-02-05,Social,5,879,0
11732,2932,2023-07-15,Organic,6,206,0
11733,7925,2023-02-16,Email,6,133,0
11734,10722,2023-03-20,Organic,4,370,0
11735,8621,2023-05-06,Paid,5,393,0
11736,5875,2023-12-04,Paid,5,727,0
11737,10354,2024-04-20,Organic,7,44,0
11738,1847,2023-12-11,Organic,2,445,0
11739,6649,2024-09-01,Email,3,443,0
11740,9089,2024-06-30,Paid,3,371,0
11741,3612,2024-01-03,Paid,6,21,0
11742,8791,2023-09-03,Email,7,36,0
11743,3400,2023-03-20,Email,6,247,1
11744,3963,2023-04-04,Paid,4,581,0
11745,97,2023-10-10,Paid,4,27,0
11746,575,2024-07-24,Social,7,177,0
11747,977,2023-02-21,Paid,8,418,0
11748,6153,2023-08-09,Organic,2,1014,1
11749,7527,2023-03-31,Email,2,605,0
11750,10327,2024-05-20,Social,2,128,0
11751,3287,2023-05-10,Organic,6,102,0
