order_item_id,order_id,product_id,quantity,item_price
23614,11797,90,3,2160.75
23615,11798,183,3,1688.91
23616,11799,66,2,4067.52
23617,11799,250,2,3144.9
23618,11800,180,2,2791.2
23619,11800,104,3,2611.18
23620,11800,178,2,1710.97
23621,11801,83,3,2501.77
23622,11802,24,1,3680.13
23623,11802,208,1,3615.34
23624,11803,12,2,3406.55
23625,11803,295,2,5639.02
23626,11804,179,2,3213.45
23627,11804,202,3,472.32
23628,11804,3,3,992.02
23629,11805,130,2,1130.99
23630,11806,35,2,5355.98
23631,11806,35,3,5355.98
23632,11806,71,1,3079.98
23633,11807,184,3,2775.32
23634,11807,232,1,4303.66
23635,11807,120,3,1291.09
23636,11808,227,1,2177.9
23637,11808,140,1,1527.36
23638,11808,217,2,1068.24
23639,11809,204,2,5839.28
23640,11809,294,3,993.76
23641,11809,100,3,2996.22
23642,11810,241,2,1738.37
23643,11811,69,2,5424.44
23644,11811,107,1,1155.18
23645,11812,253,3,4051.42
23646,11813,146,2,3389.29
23647,11813,153,1,1599.75
23648,11813,89,2,3290.65
23649,11814,125,3,886.72
23650,11815,279,2,1819.15
23651,11815,271,2,4454.09
23652,11815,115,2,4282.62
23653,11816,204,1,5839.28
23654,11817,133,1,1999.24
23655,11817,49,1,4727.51
23656,11817,233,3,5574.37
23657,11818,51,3,529.86
23658,11818,237,1,4439.02
23659,11818,63,2,617.45
23660,11819,57,3,4455.76
23661,11820,262,3,2894.57
23662,11820,39,3,4778.82
23663,11820,34,1,503.81
23664,11821,153,3,1599.75
23665,11821,108,2,4517.85
23666,11821,194,1,4126.23
23667,11822,269,3,1094.12
23668,11822,40,2,1015.11
23669,11822,188,3,5291.46
23670,11823,119,2,2301.44
23671,11824,46,1,3247.02
23672,11825,225,1,1430.7
23673,11825,225,2,1430.7
23674,11826,13,2,3140.05
23675,11826,175,1,2264.14
23676,11827,269,1,1094.12
23677,11827,71,1,3079.98
23678,11827,74,1,4688.02
23679,11828,288,1,2686.27
23680,11828,203,1,4978.14
23681,11828,168,3,1009.21
23682,11829,39,3,4778.82
23683,11829,114,2,5384.51
23684,11830,174,1,1791.25
23685,11830,214,1,1063.24
23686,11830,218,1,1924.71
23687,11831,7,2,5398.03
23688,11831,100,1,2996.22
23689,11831,237,1,4439.02
23690,11832,121,1,2731.9
23691,11832,178,3,1710.97
23692,11833,284,2,3114.8
23693,11833,156,1,4262.37
23694,11834,124,2,5145.54
23695,11834,133,2,1999.24
23696,11835,290,1,574.76
23697,11836,122,3,5511.63
23698,11836,138,1,4227.89
23699,11837,234,1,5903.7
23700,11837,11,3,1465.76
23701,11837,28,3,5170.44
23702,11838,204,3,5839.28
23703,11839,33,1,696.22
23704,11839,273,2,3955.76
23705,11839,39,3,4778.82
23706,11840,46,1,3247.02
23707,11841,147,3,653.78
23708,11841,61,1,5338.22
23709,11842,100,1,2996.22
23710,11842,180,1,2791.2
23711,11843,206,2,2469.69
23712,11843,143,1,5287.2
23713,11844,176,3,3649.5
23714,11844,218,3,1924.71
23715,11845,133,1,1999.24
23716,11846,46,2,3247.02
23717,11846,297,3,5203.86
23718,11847,180,3,2791.2
23719,11847,278,2,4202.31
23720,11847,214,3,1063.24
23721,11848,135,2,3217.56
23722,11848,160,3,842.5
23723,11848,195,1,4460.8
23724,11849,65,1,869.78
23725,11849,89,2,3290.65
23726,11850,90,1,2160.75
23727,11850,282,2,3217.34
23728,11850,12,3,3406.55
23729,11851,188,3,5291.46
23730,11852,220,2,3299.73
23731,11852,105,3,3300.0
23732,11853,41,3,4144.19
23733,11853,216,1,5971.93
23734,11854,81,3,811.93
23735,11854,110,3,3338.92
23736,11855,19,3,5340.58
23737,11855,193,1,827.74
23738,11855,185,3,5158.85
23739,11856,187,2,5049.56
23740,11856,153,1,1599.75
23741,11857,283,2,3508.11
23742,11857,9,1,742.68
23743,11858,204,3,5839.28
23744,11859,195,2,4460.8
23745,11860,41,1,4144.19
23746,11861,87,3,2022.3
23747,11862,51,1,529.86
23748,11862,193,2,827.74
23749,11863,32,1,1070.61
23750,11864,270,2,2464.33
23751,11864,300,1,2400.06
23752,11864,269,2,1094.12
23753,11865,109,2,5495.97
23754,11865,28,3,5170.44
23755,11866,257,3,2182.47
23756,11867,178,2,1710.97
23757,11867,12,1,3406.55
23758,11868,57,1,4455.76
23759,11868,229,2,5300.05
23760,11868,191,3,4237.22
23761,11869,146,2,3389.29
23762,11869,7,2,5398.03
23763,11870,256,2,1255.21
23764,11870,91,3,3359.3
23765,11870,165,1,412.78
23766,11871,18,1,948.31
23767,11871,171,2,3834.38
23768,11872,97,1,4455.8
23769,11872,226,1,2443.11
23770,11872,297,3,5203.86
23771,11873,212,2,3146.75
23772,11873,2,3,1956.2
23773,11873,21,1,2811.85
23774,11874,85,1,5511.63
23775,11875,245,1,3720.0
23776,11875,210,1,3385.04
23777,11875,2,3,1956.2
23778,11876,273,2,3955.76
23779,11876,3,1,992.02
23780,11876,148,2,3591.25
23781,11877,140,2,1527.36
23782,11877,173,3,4683.84
23783,11877,270,1,2464.33
23784,11878,16,1,4986.74
23785,11878,54,3,869.69
23786,11879,13,3,3140.05
23787,11879,188,3,5291.46
23788,11879,86,3,3954.57
23789,11880,284,1,3114.8
23790,11880,65,3,869.78
23791,11880,237,1,4439.02
23792,11881,281,1,5584.73
23793,11881,203,2,4978.14
23794,11881,143,1,5287.2
23795,11882,140,1,1527.36
23796,11882,187,3,5049.56
23797,11882,71,3,3079.98
23798,11883,250,1,3144.9
23799,11883,42,1,5206.63
23800,11884,52,3,3266.14
23801,11885,130,2,1130.99
23802,11885,50,2,4296.12
23803,11885,129,1,1873.37
23804,11886,207,1,1777.66
23805,11887,63,1,617.45
23806,11887,117,2,3137.63
23807,11887,204,3,5839.28
23808,11888,278,1,4202.31
23809,11889,133,2,1999.24
23810,11889,196,3,3511.03
23811,11890,256,3,1255.21
23812,11890,86,2,3954.57
23813,11890,170,2,3209.55
23814,11891,203,2,4978.14
23815,11891,208,2,3615.34
23816,11892,47,2,4105.22
23817,11892,110,2,3338.92
23818,11893,293,1,2636.74
23819,11893,201,2,4478.5
23820,11893,123,2,2789.39
23821,11894,145,3,3521.02
23822,11895,210,3,3385.04
23823,11896,297,1,5203.86
23824,11896,83,3,2501.77
23825,11897,88,2,5444.04
23826,11898,37,1,997.77
23827,11898,12,1,3406.55
23828,11898,295,1,5639.02
23829,11899,193,1,827.74
23830,11900,279,1,1819.15
23831,11900,117,1,3137.63
23832,11900,175,2,2264.14
23833,11901,22,2,728.56
23834,11902,70,3,4735.98
23835,11903,259,3,4867.28
23836,11903,184,3,2775.32
23837,11903,138,3,4227.89
23838,11904,143,1,5287.2
23839,11904,120,3,1291.09
23840,11905,210,2,3385.04
23841,11905,85,3,5511.63
23842,11906,173,2,4683.84
23843,11906,117,3,3137.63
23844,11907,153,2,1599.75
23845,11907,174,1,1791.25
23846,11908,207,2,1777.66
23847,11909,77,2,5501.65
23848,11910,264,3,3782.11
23849,11910,119,2,2301.44
23850,11910,126,2,5824.75
23851,11911,213,3,1956.05
23852,11911,94,2,3546.24
23853,11911,83,3,2501.77
23854,11912,55,3,806.91
23855,11913,16,3,4986.74
23856,11913,229,1,5300.05
23857,11914,232,3,4303.66
23858,11914,81,3,811.93
23859,11915,234,2,5903.7
23860,11915,292,2,5693.95
23861,11915,72,3,4447.22
23862,11916,20,2,5629.13
23863,11916,288,2,2686.27
23864,11917,245,3,3720.0
23865,11917,296,2,5979.65
23866,11917,217,3,1068.24
23867,11918,73,2,1932.38
23868,11919,258,3,4620.55
23869,11920,112,3,3447.71
23870,11920,267,3,625.78
23871,11920,4,3,1904.48
23872,11921,297,2,5203.86
23873,11921,251,2,640.21
23874,11921,15,3,3551.88
23875,11922,156,1,4262.37
23876,11922,218,1,1924.71
23877,11922,135,2,3217.56
23878,11923,261,1,3374.75
23879,11923,169,1,1340.4
23880,11924,117,2,3137.63
23881,11925,71,3,3079.98
23882,11925,189,3,3996.25
23883,11926,53,2,1715.24
23884,11927,7,3,5398.03
23885,11927,17,3,1124.76
23886,11928,123,2,2789.39
23887,11928,198,3,5616.9
23888,11929,151,3,3733.47
23889,11929,206,1,2469.69
23890,11930,288,1,2686.27
23891,11930,158,1,889.25
23892,11931,66,3,4067.52
23893,11931,299,3,3072.1
23894,11932,119,1,2301.44
23895,11932,248,2,3013.69
23896,11932,126,2,5824.75
23897,11933,262,3,2894.57
23898,11934,207,1,1777.66
23899,11934,152,3,2230.14
23900,11935,209,3,1225.49
23901,11935,109,2,5495.97
23902,11936,299,2,3072.1
23903,11936,290,2,574.76
23904,11936,175,2,2264.14
23905,11937,95,3,1817.21
23906,11937,109,3,5495.97
23907,11938,184,2,2775.32
23908,11938,87,3,2022.3
23909,11938,193,3,827.74
23910,11939,296,2,5979.65
23911,11939,224,2,1470.06
23912,11939,80,3,5248.15
23913,11940,272,3,2167.52
23914,11940,234,3,5903.7
23915,11941,150,2,3847.5
23916,11942,208,2,3615.34
23917,11943,159,2,2766.23
23918,11943,58,1,911.73
23919,11943,244,3,2280.36
23920,11944,62,1,4211.95
23921,11945,10,2,1592.94
23922,11945,246,2,1669.14
23923,11946,108,3,4517.85
23924,11947,128,1,4208.02
23925,11947,34,3,503.81
23926,11947,105,2,3300.0
23927,11948,45,2,1481.98
23928,11949,294,3,993.76
23929,11950,146,1,3389.29
23930,11951,17,2,1124.76
23931,11951,66,1,4067.52
23932,11951,161,1,4785.19
23933,11952,162,2,3025.81
23934,11952,37,2,997.77
23935,11952,162,1,3025.81
23936,11953,6,3,1978.69
23937,11953,81,1,811.93
23938,11953,142,1,3241.08
23939,11954,153,2,1599.75
23940,11954,192,2,1818.7
23941,11954,5,1,4578.15
23942,11955,223,3,5624.62
23943,11955,69,3,5424.44
23944,11956,43,1,1090.9
23945,11957,5,1,4578.15
23946,11957,109,3,5495.97
23947,11957,218,1,1924.71
23948,11958,146,3,3389.29
23949,11958,30,1,3513.45
23950,11959,114,3,5384.51
23951,11959,76,1,462.34
23952,11959,11,3,1465.76
23953,11960,163,3,2332.37
23954,11960,260,1,3959.59
23955,11961,8,2,5222.97
23956,11962,107,1,1155.18
23957,11963,2,2,1956.2
23958,11963,71,3,3079.98
23959,11964,140,3,1527.36
23960,11964,172,1,5010.61
23961,11964,125,1,886.72
23962,11965,200,3,2997.11
23963,11965,179,3,3213.45
23964,11965,171,1,3834.38
23965,11966,168,2,1009.21
23966,11966,194,3,4126.23
23967,11966,176,1,3649.5
23968,11967,273,1,3955.76
23969,11967,235,1,1112.72
23970,11968,170,2,3209.55
23971,11968,224,2,1470.06
23972,11968,186,2,812.24
23973,11969,4,3,1904.48
23974,11969,225,1,1430.7
23975,11970,271,2,4454.09
23976,11970,149,1,3169.98
23977,11970,279,3,1819.15
23978,11971,102,2,2982.19
23979,11971,264,3,3782.11
23980,11972,160,2,842.5
23981,11972,138,3,4227.89
23982,11972,68,1,2597.35
23983,11973,175,2,2264.14
23984,11973,173,2,4683.84
23985,11973,32,1,1070.61
23986,11974,98,1,569.48
23987,11974,190,2,4548.56
23988,11975,152,2,2230.14
23989,11975,205,2,5928.86
23990,11975,111,2,1220.91
23991,11976,173,3,4683.84
23992,11976,239,3,3159.72
23993,11976,101,2,1599.57
23994,11977,3,2,992.02
23995,11978,186,2,812.24
23996,11978,69,3,5424.44
23997,11978,159,1,2766.23
23998,11979,66,3,4067.52
23999,11980,34,2,503.81
24000,11981,256,3,1255.21
24001,11981,176,2,3649.5
24002,11982,148,1,3591.25
24003,11982,287,1,2544.92
24004,11982,275,3,5449.1
24005,11983,202,2,472.32
24006,11983,27,3,4508.04
24007,11983,126,1,5824.75
24008,11984,270,1,2464.33
24009,11984,162,3,3025.81
24010,11985,281,1,5584.73
24011,11985,109,1,5495.97
24012,11986,282,1,3217.34
24013,11987,100,3,2996.22
24014,11987,207,2,1777.66
24015,11987,272,1,2167.52
24016,11988,209,3,1225.49
24017,11988,265,2,2615.86
24018,11988,124,1,5145.54
24019,11989,32,3,1070.61
24020,11990,132,2,3781.56
24021,11990,275,2,5449.1
24022,11991,42,2,5206.63
24023,11991,40,3,1015.11
24024,11991,294,2,993.76
24025,11992,81,2,811.93
24026,11993,194,2,4126.23
24027,11993,65,3,869.78
24028,11993,34,1,503.81
24029,11994,245,3,3720.0
24030,11994,275,1,5449.1
24031,11995,75,2,2920.71
24032,11995,257,1,2182.47
24033,11995,290,3,574.76
24034,11996,268,3,2556.81
24035,11996,150,2,3847.5
24036,11996,195,1,4460.8
24037,11997,248,2,3013.69
24038,11997,157,3,5522.24
24039,11998,27,2,4508.04
24040,11998,87,2,2022.3
24041,11999,261,2,3374.75
24042,11999,12,2,3406.55
24043,11999,150,1,3847.5
24044,12000,202,2,472.32
24045,12000,8,3,5222.97
24046,12000,258,3,4620.55
24047,12001,53,3,1715.24
24048,12001,14,1,1798.42
24049,12002,278,3,4202.31
24050,12003,257,1,2182.47
24051,12003,17,3,1124.76
24052,12003,80,3,5248.15
24053,12004,300,1,2400.06
24054,12005,126,3,5824.75
24055,12005,154,1,3659.85
24056,12006,279,3,1819.15
24057,12006,69,3,5424.44
24058,12006,125,2,886.72
24059,12007,101,2,1599.57
24060,12007,152,3,2230.14
24061,12007,287,1,2544.92
24062,12008,189,2,3996.25
24063,12008,142,3,3241.08
24064,12009,6,1,1978.69
24065,12009,233,2,5574.37
24066,12010,179,1,3213.45
24067,12010,70,3,4735.98
24068,12011,291,2,5544.7
24069,12012,112,2,3447.71
24070,12012,184,1,2775.32
24071,12013,67,2,1283.04
24072,12014,61,1,5338.22
24073,12014,146,3,3389.29
24074,12015,298,3,918.15
24075,12016,6,3,1978.69
24076,12016,212,3,3146.75
24077,12017,24,2,3680.13
24078,12017,296,2,5979.65
24079,12017,176,1,3649.5
24080,12018,260,3,3959.59
24081,12019,110,2,3338.92
24082,12019,98,2,569.48
24083,12019,47,1,4105.22
24084,12020,178,2,1710.97
24085,12020,8,3,5222.97
24086,12021,191,2,4237.22
24087,12021,11,2,1465.76
24088,12022,34,2,503.81
24089,12022,64,3,3379.77
24090,12022,197,3,5853.36
24091,12023,199,1,836.01
24092,12023,24,2,3680.13
24093,12024,195,3,4460.8
24094,12024,256,2,1255.21
24095,12025,58,3,911.73
24096,12025,35,1,5355.98
24097,12025,225,2,1430.7
24098,12026,115,1,4282.62
24099,12027,144,3,4477.73
24100,12027,205,3,5928.86
24101,12028,235,1,1112.72
24102,12029,206,1,2469.69
24103,12030,63,1,617.45
24104,12031,224,1,1470.06
24105,12032,36,3,3926.18
24106,12033,172,2,5010.61
24107,12033,183,1,1688.91
24108,12034,19,3,5340.58
24109,12034,260,2,3959.59
24110,12034,235,3,1112.72
24111,12035,55,2,806.91
24112,12035,175,2,2264.14
24113,12036,123,2,2789.39
24114,12036,83,2,2501.77
24115,12037,144,2,4477.73
24116,12037,273,2,3955.76
24117,12037,92,1,2859.71
24118,12038,166,2,4904.69
24119,12038,211,2,2473.69
24120,12039,10,2,1592.94
24121,12039,25,1,3358.39
24122,12040,257,3,2182.47
24123,12040,230,3,5825.72
24124,12041,279,2,1819.15
24125,12041,4,2,1904.48
24126,12041,99,1,778.58
24127,12042,292,2,5693.95
24128,12042,181,1,3224.47
24129,12042,14,2,1798.42
24130,12043,125,3,886.72
24131,12043,132,2,3781.56
24132,12044,229,3,5300.05
24133,12045,168,3,1009.21
24134,12045,286,2,2404.38
24135,12045,162,2,3025.81
24136,12046,194,3,4126.23
24137,12047,72,1,4447.22
24138,12047,193,3,827.74
24139,12048,33,1,696.22
24140,12048,224,2,1470.06
24141,12048,268,2,2556.81
24142,12049,197,2,5853.36
24143,12050,67,3,1283.04
24144,12051,130,1,1130.99
24145,12052,153,2,1599.75
24146,12052,92,3,2859.71
24147,12052,168,1,1009.21
24148,12053,84,3,5520.62
24149,12053,83,2,2501.77
24150,12053,251,3,640.21
24151,12054,74,2,4688.02
24152,12054,24,3,3680.13
24153,12054,13,2,3140.05
24154,12055,104,2,2611.18
24155,12056,280,2,725.22
24156,12056,218,1,1924.71
24157,12057,262,1,2894.57
24158,12057,223,3,5624.62
24159,12058,1,1,4444.39
24160,12058,147,1,653.78
24161,12059,221,2,4842.24
24162,12059,222,1,4078.75
24163,12059,69,3,5424.44
24164,12060,200,1,2997.11
24165,12060,250,3,3144.9
24166,12061,220,3,3299.73
24167,12061,101,2,1599.57
24168,12061,286,1,2404.38
24169,12062,169,3,1340.4
24170,12062,25,3,3358.39
24171,12063,44,2,707.36
24172,12063,166,2,4904.69
24173,12064,148,3,3591.25
24174,12064,103,2,1983.88
24175,12065,272,3,2167.52
24176,12066,43,1,1090.9
24177,12066,140,1,1527.36
24178,12067,235,3,1112.72
24179,12067,215,2,3107.7
24180,12067,266,1,1621.39
24181,12068,214,2,1063.24
24182,12068,194,2,4126.23
24183,12069,151,3,3733.47
24184,12069,34,3,503.81
24185,12070,131,1,1367.58
24186,12070,248,1,3013.69
24187,12070,99,3,778.58
24188,12071,32,3,1070.61
24189,12072,11,3,1465.76
24190,12072,92,1,2859.71
24191,12072,24,3,3680.13
24192,12073,168,3,1009.21
24193,12073,289,3,5446.71
24194,12074,165,1,412.78
24195,12075,40,2,1015.11
24196,12075,71,1,3079.98
24197,12075,292,1,5693.95
24198,12076,55,3,806.91
24199,12076,18,2,948.31
24200,12076,299,3,3072.1
24201,12077,43,2,1090.9
24202,12078,97,1,4455.8
24203,12079,189,3,3996.25
24204,12079,253,2,4051.42
24205,12079,300,3,2400.06
24206,12080,268,3,2556.81
24207,12080,268,1,2556.81
24208,12080,12,1,3406.55
24209,12081,121,2,2731.9
24210,12081,215,1,3107.7
24211,12082,75,2,2920.71
24212,12082,288,1,2686.27
24213,12083,63,1,617.45
24214,12083,291,3,5544.7
24215,12084,193,2,827.74
24216,12085,250,1,3144.9
24217,12085,230,2,5825.72
24218,12085,16,2,4986.74
24219,12086,113,2,2576.48
24220,12086,232,2,4303.66
24221,12087,163,3,2332.37
24222,12087,116,1,4453.25
24223,12087,37,2,997.77
24224,12088,2,1,1956.2
24225,12088,94,1,3546.24
24226,12089,159,1,2766.23
24227,12090,74,2,4688.02
24228,12090,284,3,3114.8
24229,12090,20,1,5629.13
24230,12091,227,2,2177.9
24231,12091,191,1,4237.22
24232,12092,54,3,869.69
24233,12092,237,2,4439.02
24234,12093,136,3,2559.79
24235,12093,61,3,5338.22
24236,12093,28,3,5170.44
24237,12094,81,2,811.93
24238,12094,202,2,472.32
24239,12094,76,2,462.34
24240,12095,140,3,1527.36
24241,12095,284,2,3114.8
24242,12096,292,2,5693.95
24243,12096,49,3,4727.51
24244,12096,241,3,1738.37
24245,12097,193,1,827.74
24246,12098,243,2,2258.87
24247,12099,221,1,4842.24
24248,12099,153,1,1599.75
24249,12099,262,1,2894.57
24250,12100,245,3,3720.0
24251,12100,274,3,5309.96
24252,12100,295,3,5639.02
24253,12101,108,1,4517.85
24254,12101,85,1,5511.63
24255,12102,242,2,5594.94
24256,12103,227,2,2177.9
24257,12103,159,3,2766.23
24258,12104,243,2,2258.87
24259,12104,174,3,1791.25
24260,12105,297,3,5203.86
24261,12105,220,3,3299.73
24262,12105,260,3,3959.59
24263,12106,229,1,5300.05
24264,12106,262,2,2894.57
24265,12106,261,1,3374.75
24266,12107,4,1,1904.48
24267,12107,198,1,5616.9
24268,12107,167,1,887.98
24269,12108,115,1,4282.62
24270,12108,232,1,4303.66
24271,12108,295,3,5639.02
24272,12109,46,2,3247.02
24273,12109,203,3,4978.14
24274,12109,90,3,2160.75
24275,12110,106,3,5736.69
24276,12110,124,3,5145.54
24277,12110,73,1,1932.38
24278,12111,215,2,3107.7
24279,12111,107,3,1155.18
24280,12111,210,1,3385.04
24281,12112,187,3,5049.56
24282,12112,168,2,1009.21
24283,12112,241,1,1738.37
24284,12113,91,1,3359.3
24285,12113,157,1,5522.24
24286,12114,23,1,1682.28
24287,12114,269,2,1094.12
24288,12115,284,2,3114.8
24289,12115,235,3,1112.72
24290,12115,22,3,728.56
24291,12116,173,3,4683.84
24292,12116,210,2,3385.04
24293,12116,50,1,4296.12
24294,12117,230,2,5825.72
24295,12117,295,1,5639.02
24296,12117,127,3,2013.51
24297,12118,267,3,625.78
24298,12119,291,3,5544.7
24299,12120,128,3,4208.02
24300,12120,255,2,2540.87
24301,12120,25,2,3358.39
24302,12121,65,2,869.78
24303,12121,169,2,1340.4
24304,12121,257,1,2182.47
24305,12122,218,1,1924.71
24306,12122,23,2,1682.28
24307,12122,30,2,3513.45
24308,12123,58,1,911.73
24309,12123,208,2,3615.34
24310,12124,22,1,728.56
24311,12124,23,1,1682.28
24312,12125,91,3,3359.3
24313,12125,128,1,4208.02
24314,12126,8,1,5222.97
24315,12126,172,1,5010.61
24316,12126,261,2,3374.75
24317,12127,149,1,3169.98
24318,12128,206,2,2469.69
24319,12128,282,2,3217.34
24320,12128,76,3,462.34
24321,12129,173,2,4683.84
24322,12130,62,2,4211.95
24323,12130,66,2,4067.52
24324,12131,278,3,4202.31
24325,12131,132,1,3781.56
24326,12132,294,2,993.76
24327,12132,157,1,5522.24
24328,12132,82,1,583.27
24329,12133,127,1,2013.51
24330,12133,3,1,992.02
24331,12133,119,3,2301.44
24332,12134,106,3,5736.69
24333,12134,233,1,5574.37
24334,12135,47,2,4105.22
24335,12135,257,1,2182.47
24336,12136,93,1,2224.27
24337,12136,300,3,2400.06
24338,12137,242,3,5594.94
24339,12137,123,3,2789.39
24340,12138,24,1,3680.13
24341,12138,166,2,4904.69
24342,12138,217,2,1068.24
24343,12139,243,2,2258.87
24344,12140,97,3,4455.8
24345,12140,128,2,4208.02
24346,12141,76,1,462.34
24347,12142,71,2,3079.98
24348,12142,156,3,4262.37
24349,12142,115,2,4282.62
24350,12143,72,2,4447.22
24351,12144,253,2,4051.42
24352,12144,93,1,2224.27
24353,12144,246,3,1669.14
24354,12145,180,1,2791.2
24355,12146,254,1,4026.94
24356,12146,254,2,4026.94
24357,12147,96,3,2859.87
24358,12147,32,3,1070.61
24359,12148,285,1,738.01
24360,12148,300,3,2400.06
24361,12148,96,1,2859.87
24362,12149,177,1,4180.87
24363,12149,271,1,4454.09
24364,12149,67,1,1283.04
24365,12150,224,2,1470.06
24366,12151,34,3,503.81
24367,12151,166,3,4904.69
24368,12152,281,3,5584.73
24369,12152,103,1,1983.88
24370,12152,10,2,1592.94
24371,12153,265,2,2615.86
24372,12153,266,2,1621.39
24373,12153,204,2,5839.28
24374,12154,60,3,4300.83
24375,12155,215,2,3107.7
24376,12155,103,3,1983.88
24377,12155,101,2,1599.57
24378,12156,164,1,3406.7
24379,12156,90,2,2160.75
24380,12156,188,2,5291.46
24381,12157,265,1,2615.86
24382,12158,144,2,4477.73
24383,12159,136,3,2559.79
24384,12160,26,1,5213.05
24385,12160,244,1,2280.36
24386,12160,278,2,4202.31
24387,12161,36,1,3926.18
24388,12161,3,2,992.02
24389,12161,161,2,4785.19
24390,12162,72,1,4447.22
24391,12162,223,1,5624.62
24392,12162,36,1,3926.18
24393,12163,149,3,3169.98
24394,12163,3,1,992.02
24395,12164,186,3,812.24
24396,12164,289,2,5446.71
24397,12165,113,2,2576.48
24398,12165,184,1,2775.32
24399,12166,13,3,3140.05
24400,12167,176,3,3649.5
24401,12168,126,3,5824.75
24402,12169,30,1,3513.45
24403,12169,231,2,5925.11
24404,12169,188,1,5291.46
24405,12170,160,3,842.5
24406,12171,245,3,3720.0
24407,12172,54,2,869.69
24408,12172,196,2,3511.03
24409,12172,80,2,5248.15
24410,12173,119,1,2301.44
24411,12173,280,1,725.22
24412,12173,293,2,2636.74
24413,12174,110,1,3338.92
24414,12175,39,3,4778.82
24415,12175,168,2,1009.21
24416,12176,149,3,3169.98
24417,12177,239,3,3159.72
24418,12177,223,3,5624.62
24419,12177,14,2,1798.42
24420,12178,160,1,842.5
24421,12178,158,3,889.25
24422,12179,107,2,1155.18
24423,12179,79,1,3104.79
24424,12179,129,2,1873.37
24425,12180,294,1,993.76
24426,12180,147,3,653.78
24427,12181,235,1,1112.72
24428,12182,131,1,1367.58
24429,12182,262,2,2894.57
24430,12183,291,3,5544.7
24431,12183,116,3,4453.25
24432,12184,106,1,5736.69
24433,12184,80,3,5248.15
24434,12185,115,1,4282.62
24435,12185,77,1,5501.65
24436,12185,206,1,2469.69
24437,12186,263,2,2049.77
24438,12186,187,2,5049.56
24439,12187,69,3,5424.44
24440,12187,68,1,2597.35
24441,12188,128,3,4208.02
24442,12188,256,3,1255.21
24443,12189,285,2,738.01
24444,12189,208,1,3615.34
24445,12190,170,3,3209.55
24446,12190,27,3,4508.04
24447,12191,174,1,1791.25
24448,12191,82,2,583.27
24449,12191,133,3,1999.24
24450,12192,51,1,529.86
24451,12192,43,2,1090.9
24452,12192,27,3,4508.04
24453,12193,98,2,569.48
24454,12194,192,1,1818.7
24455,12195,212,1,3146.75
24456,12195,92,2,2859.71
24457,12195,71,2,3079.98
24458,12196,93,1,2224.27
24459,12197,130,1,1130.99
24460,12197,255,3,2540.87
24461,12198,90,2,2160.75
24462,12199,272,1,2167.52
24463,12199,243,3,2258.87
24464,12200,33,1,696.22
24465,12201,89,1,3290.65
24466,12201,194,2,4126.23
24467,12202,133,1,1999.24
24468,12203,72,1,4447.22
24469,12203,153,2,1599.75
24470,12203,156,2,4262.37
24471,12204,190,2,4548.56
24472,12205,53,3,1715.24
24473,12206,100,1,2996.22
24474,12206,256,1,1255.21
24475,12206,285,1,738.01
24476,12207,89,2,3290.65
24477,12207,212,1,3146.75
24478,12207,115,3,4282.62
24479,12208,217,1,1068.24
24480,12208,7,3,5398.03
24481,12208,19,1,5340.58
24482,12209,30,2,3513.45
24483,12209,278,2,4202.31
24484,12209,284,2,3114.8
24485,12210,172,2,5010.61
24486,12211,1,3,4444.39
24487,12211,204,1,5839.28
24488,12211,77,2,5501.65
24489,12212,227,3,2177.9
24490,12213,1,2,4444.39
24491,12214,81,2,811.93
24492,12214,10,2,1592.94
24493,12214,234,3,5903.7
24494,12215,63,1,617.45
24495,12215,159,2,2766.23
24496,12215,68,1,2597.35
24497,12216,210,2,3385.04
24498,12217,284,1,3114.8
24499,12217,162,1,3025.81
24500,12218,288,2,2686.27
24501,12218,23,1,1682.28
24502,12219,288,3,2686.27
24503,12220,152,1,2230.14
24504,12221,94,3,3546.24
24505,12221,176,1,3649.5
24506,12222,107,2,1155.18
24507,12223,274,2,5309.96
24508,12223,7,1,5398.03
24509,12223,103,2,1983.88
24510,12224,295,3,5639.02
24511,12224,204,2,5839.28
24512,12225,125,1,886.72
24513,12226,133,3,1999.24
24514,12227,178,1,1710.97
24515,12227,54,3,869.69
24516,12228,101,3,1599.57
24517,12228,263,1,2049.77
24518,12229,151,3,3733.47
24519,12229,283,1,3508.11
24520,12230,115,1,4282.62
24521,12230,159,3,2766.23
24522,12231,1,3,4444.39
24523,12231,50,2,4296.12
24524,12231,12,2,3406.55
24525,12232,74,3,4688.02
24526,12233,145,1,3521.02
24527,12234,97,2,4455.8
24528,12234,216,3,5971.93
24529,12235,107,1,1155.18
24530,12235,49,1,4727.51
24531,12236,254,1,4026.94
24532,12237,285,3,738.01
24533,12237,74,3,4688.02
24534,12238,249,1,5473.35
24535,12239,219,2,4558.52
24536,12240,300,1,2400.06
24537,12241,45,1,1481.98
24538,12241,42,2,5206.63
24539,12242,47,3,4105.22
24540,12243,263,1,2049.77
24541,12243,84,1,5520.62
24542,12244,194,3,4126.23
24543,12245,155,2,5125.12
24544,12246,21,1,2811.85
24545,12246,130,1,1130.99
24546,12246,299,2,3072.1
24547,12247,20,1,5629.13
24548,12247,118,2,5295.55
24549,12247,120,2,1291.09
24550,12248,196,3,3511.03
24551,12248,205,2,5928.86
24552,12248,281,3,5584.73
