order_id,customer_id,order_date,order_status,discount_amount,shipping_fee
1558,3353,2024-09-25,Completed,-76.89,199.72
1559,10639,2023-08-10,Completed,242.16,141.74
1560,8953,2023-03-05,Completed,264.18,161.0
1561,2210,2024-02-19,Completed,297.81,118.14
1562,9572,2024-03-04,Completed,160.05,163.88
1563,2240,2023-03-29,Returned,-31.56,83.98
1564,3358,2023-05-24,Completed,-115.37,90.0
1565,8045,2023-02-02,Completed,102.56,197.85
1566,11422,2023-10-14,Completed,108.39,192.77
1567,3005,2023-01-31,Completed,588.49,4.11
1568,11607,2024-02-14,Completed,-109.6,19.91
1569,6196,2023-10-18,Completed,573.94,123.45
1570,6217,2023-02-02,Returned,526.31,186.67
1571,4626,2023-01-07,Completed,541.87,27.58
1572,1378,2023-10-30,Completed,245.5,175.34
1573,4891,2023-03-06,Completed,411.28,9.2
1574,6406,2024-05-11,Completed,151.93,18.86
1575,452,2024-09-15,Completed,504.66,179.4
1576,10737,2024-06-20,Completed,49.72,4.69
1577,1189,2023-09-04,Completed,659.82,43.93
1578,8855,2024-01-31,Completed,636.59,163.62
1579,1600,2023-06-30,Completed,-129.4,25.94
1580,4148,2023-01-22,Completed,574.24,189.23
1581,1251,2024-08-20,Completed,107.72,100.28
1582,231,2023-10-14,Completed,561.91,182.55
1583,2757,2023-02-03,Completed,240.84,188.47
1584,6365,2023-08-22,Returned,36.72,27.94
1585,6107,2023-04-27,Completed,684.34,105.4
1586,2560,2023-09-11,Completed,159.66,38.92
1587,8940,2024-03-05,Completed,319.94,195.39
1588,7997,2023-02-06,Completed,-31.27,173.33
1589,8105,2024-02-01,Completed,365.83,35.23
1590,10135,2024-05-24,Completed,626.88,16.46
1591,4571,2023-02-01,Returned,83.13,13.87
1592,6320,2023-01-28,Completed,53.34,84.14
1593,610,2024-06-12,Completed,79.01,4.6
1594,1596,2023-04-09,Completed,670.82,16.65
1595,3321,2023-07-18,Completed,-147.75,128.34
1596,9863,2024-01-07,Completed,-17.87,191.06
1597,2539,2023-12-23,Completed,425.04,102.14
1598,401,2024-03-29,Completed,554.61,85.85
1599,1135,2024-02-05,Completed,353.65,27.91
1600,2604,2023-03-28,Completed,95.79,31.51
1601,4777,2023-02-10,Completed,578.6,149.79
1602,5940,2023-07-02,Completed,687.98,190.82
1603,5659,2023-06-03,Completed,251.24,26.85
1604,3530,2024-08-18,Completed,203.26,136.27
1605,2174,2024-10-29,Completed,549.56,167.49
1606,5437,2024-07-30,Completed,399.74,110.45
1607,428,2023-02-10,Completed,681.77,164.58
1608,4118,2024-05-03,Completed,292.7,89.68
1609,2820,2024-10-03,Completed,-89.88,98.23
1610,6641,2024-02-13,Completed,-103.9,151.89
1611,9915,2023-05-07,Completed,512.01,155.03
1612,4072,2023-04-18,Completed,-27.03,151.12
1613,8453,2024-02-28,Completed,253.36,186.73
1614,10366,2023-09-26,Completed,-117.22,150.8
1615,6268,2023-01-18,Completed,311.45,25.25
1616,1252,2023-11-08,Completed,-86.06,90.34
1617,11394,2024-02-29,Completed,32.41,105.29
1618,3527,2023-05-25,Completed,91.36,59.78
1619,8258,2023-10-23,Returned,40.61,26.93
1620,4680,2023-09-02,Completed,86.07,65.54
1621,3922,2024-04-22,Completed,451.16,148.69
1622,2060,2023-02-15,Completed,690.48,79.86
1623,1719,2024-01-08,Completed,304.74,50.83
1624,916,2024-06-26,Cancelled,26.15,2.38
1625,11082,2024-06-21,Completed,110.54,23.81
1626,11822,2024-08-14,Completed,491.36,151.0
1627,7375,2024-11-16,Completed,-13.37,172.17
1628,9415,2023-12-24,Completed,279.28,47.41
1629,7248,2023-09-18,Completed,619.84,140.9
1630,11505,2024-06-09,Returned,249.79,124.11
1631,9670,2023-01-09,Completed,400.64,178.72
1632,2715,2024-06-17,Completed,180.43,3.16
1633,1233,2024-07-02,Cancelled,632.17,165.57
1634,6072,2023-10-21,Completed,12.79,191.68
1635,8823,2023-05-01,Completed,-21.49,0.62
1636,6702,2023-03-28,Completed,273.55,77.88
1637,3424,2024-10-26,Completed,251.38,99.03
1638,2844,2023-01-20,Completed,371.85,29.36
1639,2290,2023-01-15,Completed,289.15,44.12
1640,7942,2024-01-16,Completed,161.37,174.2
1641,7140,2024-05-24,Completed,201.59,43.32
1642,1110,2023-12-09,Completed,153.62,95.05
1643,883,2023-09-29,Completed,283.47,14.16
1644,1270,2023-01-07,Completed,317.12,143.92
1645,9193,2023-03-06,Completed,323.02,144.43
1646,6923,2023-11-25,Completed,-37.24,6.5
1647,3677,2023-04-11,Completed,106.62,15.46
1648,9861,2023-05-31,Completed,-122.17,41.75
1649,4885,2023-08-25,Completed,256.1,121.1
1650,6108,2024-04-23,Completed,430.62,178.76
1651,9402,2023-01-28,Completed,655.74,199.12
1652,1935,2024-11-28,Completed,661.04,105.82
1653,3073,2024-06-09,Completed,162.82,170.41
1654,3657,2024-07-04,Completed,640.88,39.71
1655,7013,2024-01-04,Completed,-137.66,128.18
1656,471,2024-07-31,Returned,476.09,61.36
1657,4277,2024-01-23,Returned,200.17,147.2
1658,10046,2023-01-05,Completed,309.52,40.15
1659,3914,2023-11-20,Completed,607.77,171.69
1660,11907,2023-11-22,Completed,416.46,132.58
1661,4784,2023-03-23,Completed,414.37,112.04
1662,8147,2024-07-15,Completed,249.58,70.49
1663,4393,2023-09-10,Completed,429.71,35.59
1664,6542,2023-09-23,Completed,166.88,28.2
1665,3599,2023-07-11,Completed,406.34,8.47
1666,6823,2024-03-14,Completed,-143.0,77.46
1667,5659,2023-06-15,Completed,550.14,87.73
1668,4910,2023-07-12,Completed,593.76,191.44
1669,10044,2024-04-11,Completed,435.74,0.58
1670,3717,2023-11-20,Completed,61.48,163.87
1671,6650,2023-10-26,Completed,523.84,26.17
1672,46,2023-03-23,Returned,61.63,132.41
1673,10545,2024-11-18,Completed,25.84,77.82
1674,2817,2024-09-10,Completed,-33.73,123.68
1675,2112,2023-08-03,Completed,437.34,67.28
1676,1133,2024-10-12,Completed,149.35,85.56
1677,2122,2024-10-24,Completed,389.17,10.25
1678,9148,2023-03-02,Completed,472.32,77.76
1679,11490,2023-03-27,Completed,568.49,77.49
1680,5645,2023-11-09,Completed,619.91,64.54
1681,6913,2023-12-15,Completed,83.65,94.18
1682,6919,2023-10-18,Completed,-75.89,108.68
1683,2048,2023-08-03,Cancelled,638.37,100.71
1684,1576,2023-04-25,Completed,10.29,105.56
1685,10047,2024-01-10,Completed,-54.33,197.71
1686,7194,2024-04-20,Completed,217.12,1.34
1687,7309,2023-04-05,Completed,44.11,50.44
1688,4311,2023-09-02,Completed,30.67,54.35
1689,1473,2023-06-21,Completed,519.16,45.28
1690,4780,2024-03-22,Completed,42.26,191.82
1691,8726,2024-10-10,Completed,520.76,164.46
1692,3727,2024-03-14,Completed,356.18,101.78
1693,7664,2023-05-13,Cancelled,612.68,87.71
1694,5006,2023-06-01,Completed,216.08,156.99
1695,358,2023-01-13,Completed,201.28,166.05
1696,804,2024-02-03,Completed,667.7,3.21
1697,3447,2024-04-08,Completed,145.98,58.6
1698,3675,2024-03-10,Completed,-134.54,129.17
1699,11083,2024-03-12,Completed,215.54,72.01
1700,10793,2023-08-03,Completed,139.15,62.67
1701,10361,2023-04-30,Completed,642.96,102.92
1702,2434,2024-03-28,Completed,-5.75,113.3
1703,3884,2023-06-15,Completed,284.08,111.67
1704,5939,2023-07-26,Completed,497.78,29.95
1705,5145,2024-04-27,Completed,439.14,179.0
1706,9445,2023-04-17,Completed,231.34,100.98
1707,11491,2023-07-01,Completed,35.87,44.51
1708,9801,2024-06-02,Completed,7.27,154.61
1709,5821,2023-11-11,Returned,499.49,189.48
1710,10617,2023-12-01,Completed,101.15,112.22
1711,6268,2024-01-31,Completed,-18.63,150.89
1712,4645,2023-06-15,Completed,-138.7,59.28
1713,10032,2024-04-08,Returned,90.5,175.26
1714,10736,2024-08-17,Completed,642.64,135.26
1715,1195,2023-04-18,Returned,-44.45,47.38
1716,9634,2023-04-02,Completed,15.32,167.33
1717,619,2024-11-02,Completed,548.17,142.59
1718,1299,2024-04-25,Completed,506.6,128.92
1719,7657,2023-07-19,Completed,203.93,27.11
1720,6460,2024-11-07,Completed,583.73,82.45
1721,4341,2024-04-26,Returned,540.2,29.45
1722,1858,2023-05-07,Completed,693.26,81.53
1723,8147,2023-10-24,Completed,624.9,108.35
1724,2161,2023-03-03,Completed,560.22,52.36
1725,9133,2024-01-06,Completed,634.89,52.43
1726,11436,2023-01-27,Cancelled,556.93,71.22
1727,2235,2024-09-27,Completed,614.59,111.27
1728,4162,2023-11-27,Completed,338.33,191.04
1729,4685,2023-10-19,Completed,90.3,193.83
1730,1129,2023-01-20,Completed,-98.54,138.83
1731,6099,2023-06-01,Completed,-97.44,199.55
1732,8000,2024-09-03,Completed,61.48,176.46
1733,2820,2023-08-22,Completed,591.24,139.53
1734,3304,2024-04-21,Completed,552.05,134.55
1735,640,2023-09-07,Completed,92.44,104.78
1736,2835,2023-01-15,Completed,30.78,29.76
1737,2113,2024-04-15,Completed,394.05,76.9
1738,6141,2023-06-20,Completed,-107.52,194.34
1739,6787,2023-02-27,Completed,675.78,35.95
1740,8369,2024-04-04,Completed,-66.12,113.51
1741,5384,2024-07-29,Completed,-113.94,95.6
1742,6125,2024-01-23,Cancelled,65.78,196.56
1743,3141,2024-08-26,Completed,225.69,187.5
1744,7868,2024-05-27,Completed,332.52,150.82
1745,9185,2023-03-02,Cancelled,690.46,162.1
1746,7893,2023-06-30,Completed,-105.39,183.0
1747,3417,2024-10-11,Completed,472.13,196.16
1748,10226,2023-05-13,Completed,491.06,177.1
1749,5894,2023-04-10,Cancelled,414.7,125.21
1750,9652,2024-11-20,Completed,87.66,83.06
1751,8445,2023-06-02,Completed,300.46,146.0
1752,3620,2023-10-13,Completed,-2.35,124.7
1753,1414,2024-04-08,Completed,-12.63,91.89
1754,8914,2024-10-17,Completed,658.09,26.61
1755,4832,2024-04-29,Completed,61.41,103.18
1756,1964,2024-06-28,Completed,448.04,179.06
1757,205,2023-06-30,Completed,585.4,113.17
1758,4160,2023-02-04,Completed,-109.43,60.76
1759,516,2024-10-28,Completed,523.52,48.07
1760,8536,2023-07-28,Cancelled,539.42,81.58
1761,3916,2023-11-22,Completed,57.97,87.68
1762,5665,2024-06-08,Completed,398.54,44.59
1763,10629,2024-04-03,Completed,443.67,171.71
1764,9171,2023-04-11,Completed,299.14,147.24
1765,8568,2023-08-04,Completed,-9.82,193.88
1766,11808,2023-10-30,Completed,576.09,181.95
1767,6673,2023-05-21,Completed,491.96,60.26
1768,9010,2024-04-11,Completed,560.38,177.59
1769,11881,2023-12-05,Completed,-82.13,86.96
1770,5304,2024-10-06,Completed,51.96,85.28
1771,10591,2024-09-30,Completed,188.38,196.92
1772,7671,2024-05-31,Completed,345.78,62.61
1773,4041,2023-02-12,Completed,3.8,23.89
1774,5246,2024-06-07,Completed,562.33,41.81
1775,983,2023-12-14,Completed,-60.71,28.39
1776,1247,2024-02-13,Completed,564.85,182.67
1777,9570,2023-07-02,Completed,660.99,5.03
1778,39,2023-03-11,Cancelled,59.24,10.93
1779,2237,2024-10-28,Completed,480.63,16.56
1780,7182,2024-07-29,Completed,447.34,134.29
1781,3805,2023-10-19,Completed,-28.42,114.51
1782,4512,2024-02-20,Completed,208.83,120.18
1783,3520,2023-10-27,Returned,637.65,194.32
1784,7351,2023-12-08,Completed,232.15,155.13
1785,8364,2024-04-06,Completed,103.9,67.1
1786,6206,2023-01-11,Returned,117.74,122.23
1787,9671,2023-01-22,Completed,53.62,70.11
1788,6090,2024-07-13,Completed,-30.71,88.26
1789,9029,2023-05-05,Completed,14.59,151.8
1790,4274,2023-12-30,Completed,-48.73,47.53
1791,814,2023-10-31,Completed,463.21,19.34
1792,7812,2023-09-17,Cancelled,-51.89,60.4
1793,10939,2024-01-16,Completed,469.64,45.72
1794,5314,2024-01-17,Completed,506.84,27.22
1795,6957,2024-10-05,Completed,621.65,114.9
1796,5819,2023-09-03,Completed,96.82,134.19
1797,5177,2024-02-13,Completed,106.02,25.15
1798,8314,2024-01-21,Completed,227.8,24.71
1799,10098,2023-03-08,Completed,-109.9,25.96
1800,8531,2024-08-15,Completed,161.28,157.8
1801,2795,2024-03-02,Completed,238.57,77.62
1802,11110,2024-09-25,Returned,159.78,146.71
1803,2337,2024-09-12,Completed,419.25,30.45
1804,7620,2024-05-20,Completed,-90.61,41.12
1805,1396,2024-06-08,Completed,627.86,52.44
1806,1090,2023-12-11,Completed,656.81,108.7
1807,7182,2024-01-21,Completed,689.37,138.71
1808,11826,2024-05-17,Completed,536.11,66.71
1809,9734,2024-04-15,Completed,-39.24,131.32
1810,3616,2024-08-11,Completed,276.49,112.37
1811,9334,2023-03-23,Completed,566.34,195.46
1812,7738,2023-11-22,Completed,374.8,73.71
1813,2619,2023-11-22,Completed,13.57,67.71
1814,5917,2023-02-11,Completed,214.85,64.12
1815,686,2024-05-18,Cancelled,430.4,58.55
1816,266,2023-02-11,Completed,-138.06,102.43
1817,2397,2024-04-02,Completed,-39.05,110.22
1818,5271,2024-03-24,Completed,89.92,87.09
1819,10490,2023-06-12,Returned,419.62,38.96
1820,1661,2023-04-15,Completed,108.41,129.49
1821,3118,2024-10-28,Completed,619.55,178.93
1822,1990,2024-02-14,Completed,505.08,84.27
1823,5857,2023-05-01,Completed,42.52,64.91
1824,1708,2024-02-21,Completed,296.67,120.12
1825,9402,2024-01-26,Completed,382.6,155.47
1826,10721,2023-10-30,Completed,84.03,72.18
1827,1763,2023-06-20,Completed,132.17,125.83
1828,9035,2024-07-05,Completed,642.6,119.3
1829,2846,2023-05-09,Completed,309.05,46.8
1830,11797,2024-01-24,Completed,523.0,193.61
1831,923,2023-06-12,Completed,420.36,182.63
1832,10144,2023-09-04,Completed,132.35,75.01
1833,1023,2023-05-28,Completed,315.7,18.83
1834,7837,2023-11-22,Completed,296.44,176.74
1835,3587,2024-03-20,Completed,408.05,58.9
1836,889,2024-02-06,Cancelled,453.47,81.52
1837,797,2023-09-16,Completed,513.68,195.79
1838,5214,2023-07-11,Returned,117.93,81.25
1839,11932,2024-10-05,Completed,93.53,24.3
1840,9304,2024-05-19,Returned,394.79,177.29
1841,10219,2024-06-19,Completed,292.27,190.37
1842,6674,2023-01-08,Completed,641.83,1.41
1843,10204,2023-08-23,Completed,196.52,118.05
1844,8945,2023-03-10,Completed,76.36,100.05
1845,817,2023-08-28,Completed,48.97,198.66
1846,10349,2023-12-11,Completed,666.54,185.01
1847,6438,2024-11-06,Returned,514.83,104.46
1848,7440,2024-05-31,Completed,130.67,101.77
1849,5311,2023-02-09,Completed,358.27,148.11
1850,1490,2024-06-15,Completed,59.25,110.32
1851,9464,2023-12-24,Completed,1.89,51.92
1852,9233,2024-08-09,Completed,237.87,175.76
1853,10798,2023-10-19,Completed,30.26,29.99
1854,7549,2024-11-13,Completed,207.01,155.53
1855,6763,2023-04-17,Completed,390.83,99.6
1856,5034,2023-12-14,Completed,686.97,36.89
1857,8041,2024-01-27,Completed,73.7,101.26
1858,3097,2024-05-24,Completed,668.71,9.72
1859,9524,2024-11-27,Completed,662.39,9.68
1860,11180,2024-08-16,Completed,-108.48,22.16
1861,11331,2023-08-06,Completed,448.76,79.06
1862,3486,2024-07-25,Cancelled,574.5,130.89
1863,789,2024-07-11,Completed,69.65,116.74
1864,8126,2023-07-21,Completed,-92.58,55.76
1865,4640,2024-02-29,Completed,570.82,123.96
1866,3829,2023-12-06,Completed,307.19,80.7
1867,5371,2024-01-30,Completed,691.37,15.27
1868,799,2023-01-05,Returned,444.47,32.62
1869,2330,2024-06-20,Completed,39.64,99.15
1870,8657,2023-02-16,Completed,-90.67,126.8
1871,4423,2024-06-18,Completed,364.7,96.71
1872,8234,2024-07-21,Completed,66.13,136.12
1873,8772,2023-06-13,Completed,-149.0,199.62
1874,10444,2023-10-17,Completed,122.2,42.21
1875,3554,2023-07-11,Completed,611.54,145.4
1876,8706,2024-03-20,Completed,439.98,80.93
1877,10908,2023-05-20,Completed,75.84,69.13
1878,2129,2023-10-09,Completed,381.46,186.95
1879,3129,2024-01-08,Completed,90.8,134.55
1880,4031,2023-03-07,Completed,406.72,31.58
1881,1416,2023-07-01,Completed,328.43,6.21
1882,2468,2024-05-19,Completed,457.43,135.19
1883,905,2024-11-15,Completed,250.98,72.91
1884,22,2023-06-23,Completed,53.63,57.5
1885,6443,2023-01-24,Returned,485.15,169.2
1886,7607,2023-02-18,Returned,351.72,40.71
1887,9004,2024-06-09,Completed,570.19,64.08
1888,9992,2024-09-25,Cancelled,105.8,141.04
1889,3412,2024-01-14,Completed,344.27,193.09
1890,216,2023-10-29,Completed,19.56,130.02
1891,4165,2024-08-24,Completed,335.51,168.64
1892,11381,2023-12-01,Completed,558.11,94.15
1893,4209,2023-01-28,Completed,60.58,32.67
1894,10192,2023-09-17,Completed,75.39,195.21
1895,8277,2024-02-14,Completed,472.51,26.21
1896,3601,2023-03-10,Completed,74.24,183.12
1897,6156,2024-09-24,Completed,147.66,42.83
1898,1871,2023-08-04,Cancelled,177.32,19.1
1899,11941,2024-07-29,Completed,203.98,124.08
1900,1099,2024-02-20,Completed,176.98,93.33
1901,1202,2024-09-28,Completed,-64.54,147.42
1902,7484,2024-07-31,Completed,-78.98,119.97
1903,4135,2023-05-31,Completed,695.99,6.7
1904,8451,2024-10-21,Completed,-86.21,113.21
1905,101,2024-04-06,Completed,5.57,103.63
1906,258,2024-09-10,Completed,46.62,132.26
1907,188,2023-05-19,Completed,603.78,90.88
1908,10996,2023-05-13,Completed,508.15,54.46
1909,2435,2024-11-10,Returned,489.21,39.07
1910,6070,2023-12-02,Completed,552.0,164.65
1911,4646,2023-07-30,Completed,-1.59,58.44
1912,8009,2024-08-07,Completed,571.95,88.5
1913,5962,2024-08-08,Completed,-121.49,119.14
1914,9114,2024-09-07,Completed,168.21,18.63
1915,2095,2024-05-23,Completed,50.65,153.84
1916,9831,2024-07-16,Completed,183.55,48.54
1917,4853,2023-02-13,Completed,147.86,33.15
1918,4,2023-04-17,Completed,149.78,150.46
1919,6728,2024-09-07,Cancelled,355.47,188.27
1920,8265,2023-10-01,Completed,237.86,13.91
1921,8835,2024-09-18,Completed,252.36,50.02
1922,6384,2024-08-28,Completed,612.86,107.67
1923,8013,2024-03-25,Completed,491.96,88.4
1924,7711,2023-02-23,Completed,37.84,25.18
1925,2851,2023-09-05,Completed,407.1,30.78
1926,166,2024-02-08,Completed,300.75,66.43
1927,10995,2023-05-20,Completed,182.19,171.7
1928,2524,2024-06-02,Completed,-57.63,139.67
1929,5976,2024-05-04,Returned,415.08,34.5
1930,1860,2023-08-01,Completed,527.13,32.39
1931,1450,2023-02-20,Completed,638.16,86.5
1932,3592,2023-03-05,Cancelled,223.23,55.31
1933,7406,2024-09-24,Completed,-2.18,20.59
1934,885,2023-10-05,Completed,91.1,127.17
1935,5795,2023-02-10,Completed,611.35,121.79
1936,7267,2023-07-17,Completed,273.9,13.63
1937,11896,2023-06-27,Completed,358.42,163.4
1938,7682,2023-11-18,Completed,281.01,78.14
1939,4829,2024-02-21,Completed,265.49,29.87
1940,448,2023-03-06,Completed,623.93,117.09
1941,2182,2023-09-15,Completed,106.22,170.27
1942,9649,2023-06-17,Completed,-113.78,64.78
1943,8590,2024-07-10,Completed,668.84,142.78
1944,2043,2024-05-31,Completed,244.38,162.89
1945,4253,2024-01-02,Completed,-38.73,18.91
1946,2843,2023-05-15,Returned,244.94,121.36
1947,281,2023-09-17,Completed,401.17,119.51
1948,4886,2024-10-18,Returned,517.16,27.92
1949,10074,2024-03-02,Completed,424.47,180.69
1950,671,2023-06-18,Completed,219.71,40.55
1951,3067,2023-04-01,Completed,106.86,161.01
1952,11438,2023-08-20,Completed,679.67,55.27
1953,318,2024-08-16,Completed,221.06,161.47
1954,10143,2023-06-30,Completed,604.72,89.16
1955,11390,2023-04-29,Returned,680.05,124.85
1956,8942,2023-04-03,Completed,637.9,126.8
1957,3832,2023-09-11,Completed,118.25,82.02
1958,10000,2024-04-06,Completed,639.42,66.54
1959,3533,2023-02-18,Completed,227.72,194.65
1960,998,2023-06-20,Completed,261.18,191.32
1961,4883,2024-09-05,Completed,573.67,172.73
1962,9707,2024-06-14,Completed,555.38,29.34
1963,8331,2024-04-10,Completed,-122.3,15.82
1964,2647,2023-07-20,Completed,28.45,154.87
1965,798,2024-01-08,Completed,449.53,14.84
1966,4113,2023-08-03,Completed,-56.54,26.4
1967,10175,2024-11-02,Completed,381.08,112.13
1968,10162,2024-06-13,Completed,147.85,106.96
1969,10160,2024-08-03,Completed,108.37,194.94
1970,8582,2023-08-04,Completed,51.79,15.12
1971,7888,2024-01-31,Completed,-15.88,68.19
1972,290,2024-11-07,Returned,579.07,24.1
1973,1840,2024-10-07,Completed,150.21,175.13
1974,3061,2023-09-02,Completed,13.49,124.38
1975,11297,2023-04-09,Completed,365.38,186.95
1976,4294,2023-11-10,Completed,302.81,2.98
1977,7892,2024-02-07,Completed,165.81,44.94
1978,5838,2023-10-25,Completed,358.35,64.58
1979,11776,2024-08-14,Completed,200.35,64.09
1980,5609,2024-05-06,Completed,-118.18,77.17
1981,11266,2024-08-27,Completed,342.7,187.52
1982,10429,2024-05-15,Returned,-113.87,92.07
1983,10481,2023-02-28,Completed,263.89,64.05
1984,3022,2023-03-05,Completed,417.57,110.71
1985,10641,2024-04-05,Completed,602.72,131.08
1986,2968,2024-10-09,Completed,270.8,197.18
1987,3488,2023-05-15,Completed,234.69,173.84
1988,9229,2023-09-11,Cancelled,542.01,43.78
1989,842,2024-10-31,Completed,2.97,49.13
1990,4256,2024-11-10,Completed,439.08,39.94
1991,10610,2024-09-17,Completed,542.66,92.82
1992,9470,2024-11-18,Completed,-30.32,180.92
1993,593,2024-01-13,Completed,-4.57,186.86
1994,4508,2024-11-05,Completed,690.2,43.07
1995,8856,2023-06-04,Completed,-13.87,162.38
1996,2359,2023-08-06,Completed,155.83,82.46
1997,4831,2023-02-21,Completed,62.3,4.71
1998,2810,2024-10-21,Completed,601.25,118.04
1999,10535,2023-10-18,Completed,421.64,187.79
2000,11265,2024-05-26,Cancelled,561.72,70.47
2001,6263,2023-07-07,Completed,-20.02,87.5
2002,7495,2023-05-03,Completed,556.1,167.47
2003,1487,2023-08-15,Completed,490.49,173.27
2004,10234,2024-10-31,Completed,668.62,136.68
2005,9117,2023-01-14,Completed,35.16,10.27
2006,7763,2024-08-08,Completed,482.5,160.69
2007,1729,2023-04-06,Completed,508.13,8.75
2008,7847,2023-08-10,Completed,643.99,34.87
2009,3241,2023-01-18,Completed,-40.94,174.88
2010,7871,2023-04-04,Completed,655.74,189.82
2011,3753,2023-07-23,Completed,58.42,45.96
2012,4508,2024-05-30,Completed,142.77,122.15
2013,10662,2023-06-14,Completed,52.05,22.26
2014,11876,2023-06-30,Completed,113.33,115.03
2015,77,2023-03-10,Completed,502.33,183.57
2016,10303,2024-01-13,Completed,-137.46,85.38
2017,1917,2024-09-03,Completed,397.63,60.11
2018,4870,2023-10-23,Completed,-33.63,174.19
2019,3819,2023-03-10,Completed,619.75,122.77
2020,7195,2023-11-26,Returned,684.14,131.55
2021,6944,2023-11-21,Returned,-68.18,22.85
2022,3996,2023-08-27,Returned,389.11,61.72
2023,3109,2023-04-12,Completed,626.66,2.36
2024,2919,2023-12-20,Returned,425.09,118.11
2025,2973,2024-09-14,Completed,636.14,174.83
2026,6076,2024-10-26,Completed,-91.41,33.41
2027,9734,2023-10-10,Completed,238.53,196.33
2028,6922,2023-10-12,Returned,118.01,82.7
2029,6395,2023-07-21,Completed,499.55,6.89
2030,1007,2023-07-06,Completed,7.23,190.35
2031,11264,2024-01-13,Completed,-15.84,82.61
2032,3255,2024-07-10,Completed,272.07,44.99
2033,11237,2023-01-21,Completed,690.49,88.63
2034,7566,2024-11-02,Completed,-16.96,16.79
2035,1514,2024-07-09,Completed,142.24,62.13
2036,10209,2024-09-27,Completed,342.96,123.06
2037,10716,2023-03-17,Completed,514.54,196.35
2038,11251,2023-03-07,Completed,539.6,1.97
2039,9708,2024-05-22,Completed,568.64,169.15
2040,3782,2024-03-22,Returned,-11.62,106.62
2041,10728,2023-06-15,Completed,248.91,132.79
2042,9031,2024-03-28,Completed,299.12,46.58
2043,5716,2023-08-25,Completed,199.33,174.28
2044,10288,2023-02-20,Returned,684.62,2.25
2045,3583,2024-08-26,Returned,287.62,146.29
2046,12000,2024-07-06,Completed,495.92,176.58
2047,11662,2023-01-03,Cancelled,556.83,0.94
2048,6477,2023-03-18,Completed,355.59,65.07
2049,4348,2024-09-27,Completed,551.83,194.02
2050,3508,2023-05-15,Completed,342.86,55.38
2051,9745,2023-05-26,Completed,261.19,157.45
2052,1220,2023-02-27,Completed,127.92,139.5
2053,6838,2024-10-06,Completed,372.75,173.95
2054,5973,2023-06-07,Completed,401.45,70.95
2055,4651,2023-10-07,Completed,-146.03,157.24
2056,2484,2023-09-03,Completed,615.4,111.04
2057,10627,2024-03-31,Completed,251.58,124.97
2058,11391,2023-03-12,Completed,548.22,33.88
2059,623,2023-03-07,Completed,345.46,60.71
2060,11336,2023-10-07,Completed,171.4,68.56
2061,8788,2023-05-27,Returned,22.95,54.05
2062,9726,2023-02-11,Completed,525.61,116.1
2063,9060,2023-07-10,Completed,13.19,78.43
2064,3000,2024-07-03,Cancelled,644.51,12.04
2065,4092,2024-03-26,Completed,589.87,190.6
2066,1576,2023-05-18,Completed,34.54,191.6
2067,5658,2024-10-28,Completed,503.83,38.49
2068,882,2024-08-16,Completed,688.06,30.0
2069,7434,2024-10-03,Completed,-49.8,19.93
2070,5845,2024-01-04,Returned,251.43,50.63
2071,1025,2023-04-01,Completed,602.38,188.11
2072,5033,2023-08-14,Cancelled,435.08,111.76
2073,9585,2023-06-02,Completed,279.43,181.48
2074,655,2023-01-14,Completed,156.94,10.55
2075,390,2023-04-27,Completed,-9.62,113.39
2076,10079,2023-07-07,Completed,456.32,138.09
2077,659,2023-02-27,Returned,301.44,126.38
2078,3366,2024-02-24,Completed,358.22,189.72
2079,7964,2023-08-01,Completed,345.57,64.18
2080,594,2023-03-01,Completed,65.54,15.37
2081,5233,2023-02-19,Completed,225.4,177.19
2082,5154,2023-04-12,Cancelled,-18.69,48.66
2083,10276,2024-03-07,Completed,-121.29,184.18
2084,9637,2023-09-18,Completed,155.07,104.89
2085,7418,2023-03-28,Completed,-0.59,104.82
2086,4928,2023-06-09,Completed,-68.59,29.67
2087,9282,2024-05-08,Completed,378.54,23.31
2088,6643,2023-03-30,Completed,202.27,66.17
2089,7997,2023-06-30,Completed,-101.64,80.97
2090,3338,2023-06-05,Completed,73.18,11.44
2091,9877,2023-09-01,Completed,233.23,179.63
2092,7096,2024-04-29,Completed,101.76,58.83
2093,7178,2023-11-23,Completed,39.87,153.11
2094,2436,2024-01-10,Completed,98.31,10.75
2095,10130,2023-12-07,Completed,108.11,58.98
2096,1529,2024-08-18,Completed,210.4,192.78
2097,8898,2023-04-20,Completed,76.23,147.72
2098,10998,2023-05-19,Completed,404.02,135.09
2099,4517,2024-11-13,Completed,493.23,65.2
2100,2370,2024-10-29,Completed,477.96,153.21
2101,9547,2024-03-10,Completed,666.11,10.15
2102,3810,2024-06-14,Completed,406.14,19.37
2103,817,2023-12-27,Completed,426.1,146.59
2104,3573,2023-02-05,Completed,270.28,93.37
2105,6687,2023-03-07,Cancelled,372.7,89.41
2106,11360,2023-05-23,Completed,-74.51,142.85
2107,8315,2024-05-19,Completed,553.4,51.75
2108,785,2024-02-11,Completed,663.03,189.52
2109,7356,2024-07-14,Completed,257.72,50.35
2110,11183,2024-10-31,Completed,491.85,172.13
2111,9065,2024-05-12,Cancelled,566.65,151.88
2112,6872,2023-01-10,Returned,160.97,142.25
